,extractor,reliable_positive_threshold,classifier,detector,balanced_accuracy,accuracy,f1
193,clip-ViT-L-14,5.566116,logistic,knn,0.6796231527662167,0.758640271005894,0.8362123950249812
194,clip-ViT-L-14,5.566116,kneighbours,k-means,0.5527459493405056,0.5983473339990992,0.7004322934922304
195,clip-ViT-L-14,5.566116,kneighbours,knn,0.5818702181019999,0.7049482073273414,0.8080851822604886
196,clip-ViT-L-14,5.566116,qda,k-means,0.5492505104831559,0.5858348508880142,0.6857253235464555
197,clip-ViT-L-14,5.566116,qda,knn,0.5831591418105476,0.6450292741193288,0.745042333548986
198,clip-ViT-L-14,5.566116,naivebayes,k-means,0.5372721793596468,0.5619847657091386,0.6590143442935321
199,clip-ViT-L-14,5.566116,naivebayes,knn,0.5851327464061395,0.6384107775754372,0.7365763195435093
200,clip-ViT-L-14,5.660284,logistic,k-means,0.5727014929865952,0.6355127376686444,0.7378014424160468
201,clip-ViT-L-14,5.660284,logistic,knn,0.6899252093988837,0.75771994752198,0.8330522310525819
202,clip-ViT-L-14,5.660284,kneighbours,k-means,0.5067524206078361,0.5697781432963246,0.6843383187506287
203,clip-ViT-L-14,5.660284,kneighbours,knn,0.5901439524001545,0.6991325461630343,0.8004001091206692
204,clip-ViT-L-14,5.660284,qda,k-means,0.5274738729105906,0.5630813213495467,0.6655474780783931
205,clip-ViT-L-14,5.660284,qda,knn,0.5938209356578581,0.6460670857075721,0.7423782443237696
206,clip-ViT-L-14,5.660284,naivebayes,k-means,0.5230441684955983,0.5345708746989367,0.6268192737035466
207,clip-ViT-L-14,5.660284,naivebayes,knn,0.5954778484299281,0.6401339364389356,0.7347056615757716
208,clip-ViT-L-14,5.758871,logistic,k-means,0.5889946433441027,0.6255066674499207,0.7193484481620075
209,clip-ViT-L-14,5.758871,logistic,knn,0.6973729616550356,0.7541365603399323,0.8278396314375035
210,clip-ViT-L-14,5.758871,kneighbours,k-means,0.5251787190663832,0.543362901172923,0.6387184730743014
211,clip-ViT-L-14,5.758871,kneighbours,knn,0.5936124984810769,0.695431670876657,0.7958310362027775
212,clip-ViT-L-14,5.758871,qda,k-means,0.5416922955751067,0.5655094088390217,0.6616860048485219
213,clip-ViT-L-14,5.758871,qda,knn,0.5972145026889405,0.6408976091170769,0.7349587386007255
214,clip-ViT-L-14,5.758871,naivebayes,k-means,0.5305217711934569,0.5584992852806987,0.6576162057916876
215,clip-ViT-L-14,5.758871,naivebayes,knn,0.6022538716909448,0.6385478470304882,0.7301434147625104
216,clip-ViT-L-14,5.865385,logistic,k-means,0.6003527559698285,0.643736904971705,0.7371720790477291
217,clip-ViT-L-14,5.865385,logistic,knn,0.7038056191609834,0.750161546143453,0.8223104240651765
218,clip-ViT-L-14,5.865385,kneighbours,k-means,0.5148578957867682,0.5636100178190292,0.6724670056729667
219,clip-ViT-L-14,5.865385,kneighbours,knn,0.5935078263715934,0.6902034502339971,0.790608414839128
220,clip-ViT-L-14,5.865385,qda,k-means,0.5142180687876878,0.5571677534316317,0.6640821116111878
221,clip-ViT-L-14,5.865385,qda,knn,0.5945479411448003,0.6354931563179228,0.7294449369940265
222,clip-ViT-L-14,5.865385,naivebayes,k-means,0.49843669975528,0.5810961640133936,0.7020929941095375
223,clip-ViT-L-14,5.865385,naivebayes,knn,0.6018760821017932,0.6344357633789579,0.7252174680973197
224,clip-ViT-L-14,5.987416,logistic,k-means,0.6105555240770735,0.6246842507196146,0.7090928407728384
