,extractor,quantile,prior,balanced_accuracy,accuracy,f1
284,clip-ViT-B-16,7.069421,0.6,0.5025336286449122,0.2936615167714269,0.01075032909170689
285,clip-ViT-B-16,7.069421,0.7,0.5039048501348582,0.295580489142141,0.01602844638949672
286,clip-ViT-B-16,7.069421,0.8,0.5021385652102744,0.293015332197615,0.008785175017158546
287,clip-ViT-B-16,7.069421,0.9,0.5085804365513207,0.3022773110889189,0.034520132227822034
288,clip-ViT-L-14,7.069421,0.1,0.5,0.28992147878360647,0.0
289,clip-ViT-L-14,7.069421,0.2,0.5000689407936464,0.29001938553721435,0.00027572515716333963
290,clip-ViT-L-14,7.069421,0.3,0.502481868571271,0.29344612191348957,0.009878440304036442
291,clip-ViT-L-14,7.069421,0.4,0.501999283015746,0.2927607746382345,0.007965282355526258
292,clip-ViT-L-14,7.069421,0.5,0.5017373079998897,0.29238872897452467,0.006925169694138338
293,clip-ViT-L-14,7.069421,0.6,0.501020323745967,0.2913704987370029,0.004072983460384732
294,clip-ViT-L-14,7.069421,0.7,0.5014691392082864,0.29203626466153637,0.005993456684903638
295,clip-ViT-L-14,7.069421,0.8,0.5056407575275124,0.29798899528089445,0.02257422503339786
296,clip-ViT-L-14,7.069421,0.9,0.5666331293250803,0.3893751590984746,0.25185931577179593
